topic,title,dialogue_line
drive,Taking the Written Test,Did you pass it the first time that you took it?
drive,Taking the Written Test,"No, I didn't, because it was pretty hard."
drive,Taking the Written Test,"Well, I hope that I do well."
drive,Taking the Written Test,Did you take the written test?
drive,Taking the Written Test,I haven't taken it yet.
drive,Taking the Written Test,Make sure to study first.
drive,Taking the Written Test,I study every night.
drive,Taking the Written Test,I'm sure you're ready.
drive,Taking the Written Test,Does it cost money?
drive,Taking the Written Test,"No, it doesn't cost anything."
drive,Taking the Written Test,Does the test cover everything in the manual?
drive,Taking the Written Test,It skips around.
drive,Taking the Written Test,Did you pass the test your first try?
drive,Taking the Written Test,"I thought it would be easy, but I didn't pass it."
drive,Taking the Written Test,Wish me luck.
drive,Taking the Written Test,Have you already taken the written test?
drive,Taking the Written Test,Not yet.
drive,Taking the Written Test,You really need to study for it.
drive,Taking the Written Test,I already know. I have been studying.
drive,Taking the Written Test,You should probably go and take it then.
drive,Taking the Written Test,"I'm not sure, but does it cost anything to take it?"
drive,Taking the Written Test,"No, because you applied for your permit and you paid already."
drive,Taking the Written Test,Will the test be on everything in the manual?
drive,Taking the Written Test,It doesn't cover everything.
drive,Taking the Written Test,"When you took the test, did you pass it the first time?"
drive,Taking the Written Test,"No, I didn't pass it."
drive,Taking the Written Test,"Hopefully, I won't fail the test."
drive,Learning How to Drive (1),"You know how to drive, right?"
drive,Learning How to Drive (1),I'm pretty good.
drive,Learning How to Drive (1),Do you think you can teach me?
drive,Learning How to Drive (1),Did you get your learner's permit yet?
drive,Learning How to Drive (1),I have it already.
drive,Learning How to Drive (1),Do you have any experience driving a car?
drive,Learning How to Drive (1),I've only done it once.
drive,Learning How to Drive (1),Do you know all the controls in the car?
drive,Learning How to Drive (1),"Yes, I am aware of them."
drive,Learning How to Drive (1),When do you want to start learning how to drive?
drive,Learning How to Drive (1),Whenever you have time.
drive,Learning How to Drive (1),We can do it tomorrow; just call me.
drive,Learning How to Drive (1),Do you know how to drive?
drive,Learning How to Drive (1),I'm a great driver.
drive,Learning How to Drive (1),Could you teach me how to drive?
drive,Learning How to Drive (1),Have you gotten your learner's permit?
drive,Learning How to Drive (1),"Yes, I have my learner's permit."
drive,Learning How to Drive (1),Have you ever been behind the wheel?
drive,Learning How to Drive (1),I've only driven a car one time.
drive,Learning How to Drive (1),"You do know all the controls in the car, don't you?"
drive,Learning How to Drive (1),I know them.
drive,Learning How to Drive (1),Tell me when you want me to teach you.
drive,Learning How to Drive (1),We can do it when you have some time.
drive,Learning How to Drive (1),I'm not busy tomorrow. Call me then.
drive,Learning How to Drive (1),Are you a good driver?
drive,Learning How to Drive (1),"Yes, I'm rather good at driving."
drive,Learning How to Drive (1),I need you to teach me how to drive.
drive,Learning How to Drive (1),"Yes, but do you have your learner's permit?"
drive,Learning How to Drive (1),"Yes, I have it."
drive,Learning How to Drive (1),Have you ever driven a car before?
drive,Learning How to Drive (1),"I drove a car before, but only once."
drive,Learning How to Drive (1),Are you aware of all the controls in the car?
drive,Learning How to Drive (1),I already know all of them.
drive,Learning How to Drive (1),When would you like me to start teaching you?
drive,Learning How to Drive (1),When do you have time?
drive,Learning How to Drive (1),"Call me tomorrow, and we'll get started."
drive,4. Learning How to Drive (2),Do you want to practice your driving right now?
drive,4. Learning How to Drive (2),No problem. We can do it right now.
drive,4. Learning How to Drive (2),Are you buckled up?
drive,4. Learning How to Drive (2),All right. Now what do I do?
drive,4. Learning How to Drive (2),Start the car.
drive,4. Learning How to Drive (2),Which way do you want me to go?
drive,4. Learning How to Drive (2),Take a left.
drive,4. Learning How to Drive (2),How far do you want me to go?
drive,4. Learning How to Drive (2),I'll tell you when to stop.
drive,4. Learning How to Drive (2),Just make sure to tell me beforehand.
drive,4. Learning How to Drive (2),"We're back now, so why don't you try parking?"
drive,4. Learning How to Drive (2),"Well, that was fun. Let's do it again soon."
drive,4. Learning How to Drive (2),Let's go practice your driving.
drive,4. Learning How to Drive (2),"If that's what you want to do, then we can."
drive,4. Learning How to Drive (2),Did you buckle your seatbelt?
drive,4. Learning How to Drive (2),I'm buckled up. What's next?
drive,4. Learning How to Drive (2),You need to start the car now.
drive,4. Learning How to Drive (2),What do you want me to do?
drive,4. Learning How to Drive (2),Go left.
drive,4. Learning How to Drive (2),How far should I go?
drive,4. Learning How to Drive (2),I'll let you know when I want you to stop.
drive,4. Learning How to Drive (2),Tell me before you want me to stop.
drive,4. Learning How to Drive (2),"All right, try parking here."
drive,4. Learning How to Drive (2),Thanks. Let's go driving again tomorrow.
drive,4. Learning How to Drive (2),Do you think we can go driving right now?
drive,4. Learning How to Drive (2),"Yeah, sure. Let's go."
drive,4. Learning How to Drive (2),Buckle up.
drive,4. Learning How to Drive (2),All right. Now what?
drive,4. Learning How to Drive (2),Now you put the key in the ignition and start the car.
drive,4. Learning How to Drive (2),Which direction should I take?
drive,4. Learning How to Drive (2),Make a left on this next street.
drive,4. Learning How to Drive (2),Tell me how far to go.
drive,4. Learning How to Drive (2),Keep going until I tell you to stop.
drive,4. Learning How to Drive (2),"Okay, but let me know ahead of time."
drive,4. Learning How to Drive (2),"That's all for today, so park right there."
drive,4. Learning How to Drive (2),That was great. Thanks for taking me driving.
drive,5. Failing the Road Test,So how did I do on my driving test?
drive,5. Failing the Road Test,Do you want the truth?
drive,5. Failing the Road Test,"Of course, I do."
drive,5. Failing the Road Test,"Well, you really didn't do all that well."
drive,5. Failing the Road Test,How bad did I do?
drive,5. Failing the Road Test,"To be completely honest, you failed your test."
drive,5. Failing the Road Test,How?
drive,5. Failing the Road Test,There were a number of reasons.
drive,5. Failing the Road Test,What were they?
drive,5. Failing the Road Test,"Basically, you just can't drive."
drive,5. Failing the Road Test,Can I have another try?
drive,5. Failing the Road Test,You can take it in a couple weeks.
drive,5. Failing the Road Test,How did I do?
